,PersonID,ActivityCVP,ActivityVISUM,ActivitySector,EducationPlace,Age,AgeGroup,BasicSettlementCode,CadastralAreaCode,DistrictCode,DeclaredJourneyTime,Education,Gender,JourneyMainMode,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocRegionCode,PrimaryLocStateCode,PrimaryLocRelationHome,TownCode,TownSize,RegionCode
34443,34444,1,1,7,4,39,4,517990,651796,4214,5,2,1,6,554782,1100,3018,203,4,568015,4,CZ042
34444,34445,1,1,9,4,64,7,517990,651796,4214,1,2,1,1,568015,4214,3069,998,4,568015,4,CZ042
34445,34446,6,3,99,4,83,8,1657350,765732,4214,4,2,2,4,554804,4214,3069,203,6,568295,2,CZ042
34446,34447,11,4,99,3,29,3,517990,651796,4214,3,2,1,6,579742,5215,3069,998,1,568015,4,CZ042
34449,34450,1,1,9,4,59,6,517990,651796,4214,2,2,1,6,568007,4214,3069,998,6,568015,4,CZ042
34451,34452,8,2,99,2,19,2,517990,651796,4214,1,88,2,1,568015,4214,3069,203,4,568015,4,CZ042
34452,34453,1,1,9,4,45,5,1944920,794490,4214,5,2,1,6,554782,1100,3018,203,4,568015,4,CZ042
34453,34454,1,1,5,4,42,5,1944920,794490,4214,2,2,2,6,554804,4214,3069,203,1,568015,4,CZ042
34455,34456,2,1,1,4,66,7,517990,651796,4214,3,2,2,3,554804,4214,3069,203,1,568015,4,CZ042
34456,34457,12,4,7,4,44,5,517990,651796,4214,2,2,1,6,554804,4214,3069,998,2,568015,4,CZ042
34457,34458,99,99,99,4,53,6,517990,651796,4214,1,2,2,3,554804,4214,3069,203,1,568015,4,CZ042
34459,34460,4,5,8,4,35,4,517990,651796,4214,2,2,2,3,554804,4214,3069,998,1,568015,4,CZ042
34460,34461,1,1,99,4,53,6,517990,651796,4214,9,2,1,7,568015,4214,3069,998,3,568015,4,CZ042
34461,34462,8,2,99,1,14,1,517990,651796,4214,1,88,1,1,568015,4214,3069,203,4,568015,4,CZ042
34462,34463,13,5,99,0,7,1,517990,651796,4214,2,88,2,3,554804,4214,3069,998,1,568015,4,CZ042
34463,34464,1,1,4,4,34,4,517990,651796,4214,1,1,1,6,554804,4214,3069,203,5,568015,4,CZ042
34466,34467,1,1,4,4,46,5,517990,651796,4214,1,2,1,6,568015,4214,3069,998,1,568015,4,CZ042
34467,34468,1,1,9,4,42,5,517990,651796,4214,3,2,2,3,568015,4214,3069,998,1,568015,4,CZ042
34468,34469,8,2,99,2,16,2,517990,651796,4214,3,88,1,6,554804,4214,3069,998,2,568015,4,CZ042
34470,34471,1,1,8,4,65,7,517990,651796,4214,2,2,1,3,582786,6203,3069,998,3,568015,4,CZ042
34472,34473,1,1,9,4,38,4,517990,651796,4214,1,2,1,6,554804,4214,3069,203,5,568015,4,CZ042
34475,34476,1,1,1,4,64,7,517990,651796,4214,3,2,2,5,568015,4214,3069,998,1,568015,4,CZ042
34476,34477,1,1,9,4,62,7,517990,651796,4214,4,2,1,6,568015,4214,3069,998,5,568015,4,CZ042
34477,34478,1,1,9,4,57,6,517990,651796,4214,4,2,2,6,554804,4214,3069,998,1,568015,4,CZ042
34478,34479,1,1,1,4,34,4,517990,651796,4214,9,2,2,3,568015,4214,3069,203,6,568015,4,CZ042
34480,34481,1,1,99,4,48,5,1558110,755818,4214,5,2,2,3,554804,4214,3069,998,1,568015,4,CZ042
34482,34483,1,1,3,4,62,7,1657270,765724,4214,1,2,1,4,568295,4214,3069,203,6,568295,2,CZ042
34483,34484,1,1,8,4,54,6,1657270,765724,4214,2,2,2,4,568015,4214,3069,203,1,568295,2,CZ042
34485,34486,1,1,8,4,62,7,517990,651796,4214,1,4,2,1,568015,4214,3069,203,4,568015,4,CZ042
34486,34487,1,1,9,4,62,7,517990,651796,4214,3,2,1,3,568015,4214,3069,203,6,568015,4,CZ042
34487,34488,1,1,4,4,55,6,517990,651796,4214,4,2,1,6,554804,4214,3069,998,1,568015,4,CZ042
34489,34490,1,1,99,4,44,5,517990,651796,4214,4,2,1,3,568015,4214,3069,998,1,568015,4,CZ042
34490,34491,1,1,9,4,67,7,517990,651796,4214,9,2,1,6,562335,4202,3069,998,1,568015,4,CZ042
34491,34492,6,3,99,4,67,7,517990,651796,4214,1,2,2,6,568015,4214,3069,203,2,568015,4,CZ042
34561,34562,1,1,8,4,34,4,1749710,774979,4214,1,4,2,1,553697,4214,3069,203,4,553697,4,CZ042
34566,34567,6,3,99,4,69,7,1749710,774979,4214,2,2,2,6,553697,4214,3069,998,4,553697,4,CZ042
34592,34593,1,1,99,4,70,7,547710,654779,4214,2,4,2,4,568023,4214,3069,998,1,568023,3,CZ042
34613,34614,1,1,7,4,47,5,547390,654736,4214,1,2,2,6,554804,4214,3069,998,1,568023,3,CZ042
34638,34639,1,1,7,3,30,3,517990,651796,4214,2,2,1,6,554804,4214,3069,998,6,568015,4,CZ042
34639,34640,99,99,99,4,41,5,517990,651796,4214,2,2,2,3,554804,4214,3069,998,4,568015,4,CZ042
34640,34641,8,2,99,1,12,1,517990,651796,4214,2,88,2,7,554804,4214,3069,998,1,568015,4,CZ042
34641,34642,8,2,99,2,19,2,517990,651796,4214,3,88,1,3,567442,4213,3069,998,4,568015,4,CZ042
34645,34646,8,2,99,3,24,3,517990,651796,4214,2,1,2,3,554804,4214,3069,203,1,568015,4,CZ042
34646,34647,7,5,99,4,48,5,517990,651796,4214,2,2,2,6,554804,4214,3069,203,5,568015,4,CZ042
34647,34648,1,1,99,4,45,5,517990,651796,4214,2,2,1,3,554804,4214,3069,998,4,568015,4,CZ042
34648,34649,13,5,99,1,9,1,517990,651796,4214,2,88,1,7,567442,4213,3069,203,6,568015,4,CZ042
34650,34651,1,1,8,4,33,4,517990,651796,4214,1,2,1,3,568015,4214,3069,203,6,568015,4,CZ042
34651,34652,6,3,99,4,81,8,517990,651796,4214,3,1,2,5,568007,4214,3069,998,1,568015,4,CZ042
34652,34653,6,3,99,4,67,7,517990,651796,4214,2,2,2,6,568015,4214,3069,203,6,568015,4,CZ042
34653,34654,1,1,9,4,62,7,517990,651796,4214,3,2,1,3,568015,4214,3069,998,2,568015,4,CZ042
34654,34655,1,1,99,4,49,5,517990,651796,4214,3,2,2,3,568015,4214,3069,203,6,568015,4,CZ042
34656,34657,8,2,99,2,16,2,517990,651796,4214,2,88,2,3,568015,4214,3069,203,6,568015,4,CZ042
34657,34658,1,1,99,3,27,3,517990,651796,4214,3,2,1,1,554804,4214,3018,998,1,568015,4,CZ042
34665,34666,1,1,6,4,49,5,1786830,778681,4214,3,2,2,6,568350,4214,3069,203,6,568350,4,CZ042
34666,34667,8,2,99,3,21,3,1786830,778681,4214,2,1,2,3,568350,4214,3069,998,1,568350,4,CZ042
34675,34676,6,3,99,4,82,8,1268020,726800,4214,1,2,1,6,554804,4214,3069,998,6,568155,4,CZ042
34676,34677,6,3,99,4,77,8,1268020,726800,4214,5,2,2,6,554804,4214,3069,998,5,568155,4,CZ042
34736,34737,99,99,99,3,29,3,1200900,720097,4214,4,2,2,7,568147,4214,3069,203,1,568147,2,CZ042
34746,34747,12,4,99,4,50,5,517990,651796,4214,6,1,1,6,568015,4214,3069,998,4,568015,4,CZ042
34748,34749,1,1,1,4,56,6,517990,651796,4214,6,2,2,6,554804,4214,3069,998,1,568015,4,CZ042
34767,34768,6,3,99,4,84,8,1268110,726818,4214,1,1,1,5,562882,4215,3069,203,2,568155,4,CZ042
34771,34772,1,1,4,4,48,5,1268110,726818,4214,2,2,2,5,554804,4214,3069,203,1,568155,4,CZ042
34772,34773,1,1,1,4,48,5,1268110,726818,4214,3,2,1,6,568007,4214,3069,203,1,568155,4,CZ042
34773,34774,8,2,99,3,23,3,1268110,726818,4214,3,2,1,5,554804,4214,3069,203,1,568155,4,CZ042
34813,34814,12,4,99,4,52,6,517990,651796,4214,4,2,2,1,568015,4214,3069,203,1,568015,4,CZ042
34814,34815,1,1,1,4,52,6,517990,651796,4214,2,2,2,3,554804,4214,3069,203,1,568015,4,CZ042
34824,34825,6,3,99,4,69,7,1268110,726818,4214,3,2,2,6,554804,4214,3069,998,1,568155,4,CZ042
34825,34826,1,1,4,4,35,4,517990,651796,4214,3,3,1,3,554804,4214,3069,203,1,568015,4,CZ042
34826,34827,7,5,99,4,31,4,517990,651796,4214,2,2,2,3,554804,4214,3069,998,1,568015,4,CZ042
34827,34828,1,1,5,4,33,4,517990,651796,4214,2,2,2,6,553697,4214,3069,203,1,568015,4,CZ042
34836,34837,1,1,7,4,65,7,834110,683418,4214,2,2,1,6,568058,4214,3069,203,6,568058,3,CZ042
34840,34841,1,1,8,4,60,6,517990,651796,4214,4,2,2,3,554804,4214,3069,203,1,568015,4,CZ042
34841,34842,1,1,1,4,59,6,517990,651796,4214,5,2,1,6,563102,4204,3069,203,2,568015,4,CZ042
34844,34845,6,3,99,4,73,8,517990,651796,4214,1,1,2,6,568015,4214,3069,203,1,568015,4,CZ042
34845,34846,12,4,99,4,62,7,517990,651796,4214,2,1,1,6,568015,4214,3069,203,1,568015,4,CZ042
34846,34847,1,1,4,4,66,7,1268290,726826,4214,6,2,1,5,554782,1100,3018,203,4,568155,4,CZ042
34847,34848,6,3,99,4,64,7,1268290,726826,4214,2,2,2,6,568155,4214,3069,998,1,568155,4,CZ042
34848,34849,6,3,99,4,70,7,1268290,726826,4214,2,2,2,5,553697,4214,3069,203,1,568155,4,CZ042
34850,34851,6,3,99,4,67,7,1268110,726818,4214,2,2,2,5,554804,4214,3069,998,6,568155,4,CZ042
34851,34852,6,3,99,4,72,8,1268110,726818,4214,3,2,1,4,568155,4214,3069,203,4,568155,4,CZ042
34879,34880,1,1,1,4,63,7,1749710,774979,4214,2,2,1,3,554804,4214,3069,998,6,553697,4,CZ042
34900,34901,6,3,99,4,71,8,1553900,755419,4214,2,2,1,3,554804,4214,3069,203,2,546925,99,CZ042
34976,34977,1,1,99,4,39,4,883820,688380,4214,2,2,1,6,554804,4214,3069,203,1,555223,2,CZ042
34977,34978,1,1,99,4,33,4,883820,688380,4214,2,2,2,6,555223,4214,3069,203,3,555223,2,CZ042
35004,35005,6,3,99,4,79,8,1651310,765139,4214,4,4,2,4,565431,4205,3069,998,1,568104,2,CZ042
35016,35017,1,1,99,4,51,6,1444520,744450,4214,2,2,2,3,554804,4214,3069,998,3,546186,98,CZ042
35017,35018,8,2,99,3,25,3,1444520,744450,4214,1,2,2,3,554791,3209,3069,998,6,546186,98,CZ042
35078,35079,1,1,7,4,57,6,834110,683418,4214,2,2,2,7,568058,4214,3069,203,6,568058,3,CZ042
35079,35080,1,1,9,3,27,3,834110,683418,4214,2,2,1,6,554804,4214,3069,203,5,568058,3,CZ042
35080,35081,1,1,9,4,61,7,834110,683418,4214,3,2,2,4,554804,4214,3069,203,1,568058,3,CZ042
35102,35103,1,1,7,4,42,5,1767110,776726,4214,6,4,1,6,554804,4214,3069,998,4,568350,4,CZ042
35143,35144,1,1,8,4,48,5,834110,683418,4214,2,2,2,4,554782,1100,3069,998,5,568058,3,CZ042
35149,35150,8,2,99,2,16,2,504910,650498,4214,1,88,2,3,568007,4214,3069,203,6,568007,4,CZ042
35150,35151,8,2,99,1,12,1,504910,650498,4214,2,88,2,4,554804,4214,3069,998,1,568007,4,CZ042
35151,35152,1,1,99,4,38,4,504910,650498,4214,2,2,2,6,568007,4214,3069,998,2,568007,4,CZ042
35160,35161,99,99,99,4,40,4,1444520,744450,4214,2,1,1,1,554804,4214,3069,998,4,546186,98,CZ042
35162,35163,99,99,99,4,68,7,303680,630365,4214,4,2,1,6,554804,4214,3069,203,2,567931,2,CZ042
35163,35164,12,4,99,4,37,4,303680,630365,4214,4,2,1,5,554804,4214,3069,998,4,567931,2,CZ042
35182,35183,12,4,9,4,65,7,1671180,767115,4214,4,2,1,6,568309,4214,3069,203,1,568309,2,CZ042
35200,35201,6,3,99,4,56,6,1444520,744450,4214,3,1,2,3,554804,4214,3069,203,6,546186,98,CZ042
35221,35222,1,1,99,4,38,4,504910,650498,4214,2,2,1,1,553697,4214,3069,998,5,568007,4,CZ042
35222,35223,8,2,99,2,18,2,504910,650498,4214,2,88,1,6,568007,4214,3069,203,6,568007,4,CZ042
35256,35257,8,2,99,2,19,2,547390,654736,4214,4,88,2,4,554804,4214,3069,203,1,568023,3,CZ042
35257,35258,1,1,4,4,47,5,547390,654736,4214,2,2,1,6,568147,4214,3069,203,1,568023,3,CZ042
35258,35259,6,3,99,4,85,8,547390,654736,4214,2,1,2,6,554804,4214,3069,203,1,568023,3,CZ042
35259,35260,1,1,8,4,45,5,547390,654736,4214,1,4,2,6,554804,4214,3069,998,1,568023,3,CZ042
35260,35261,1,1,8,4,46,5,547390,654736,4214,2,4,1,4,554804,4214,3069,998,6,568023,3,CZ042
35261,35262,1,1,9,4,52,6,1418360,741833,4214,3,2,1,1,567442,4213,3069,203,2,568007,4,CZ042
35263,35264,12,4,99,4,62,7,1657350,765732,4214,2,1,2,4,564567,4205,3069,998,1,568295,2,CZ042
35264,35265,12,4,99,4,67,7,1657350,765732,4214,3,2,1,6,554804,4214,3069,203,1,568295,2,CZ042
35265,35266,6,3,99,4,62,7,1657270,765724,4214,1,2,2,6,554804,4214,3069,998,3,568295,2,CZ042
35273,35274,1,1,1,4,36,4,884040,688401,4214,2,2,1,6,554804,4214,3069,203,1,555223,2,CZ042
35274,35275,1,1,9,4,35,4,884040,688401,4214,3,2,1,6,554804,4214,3069,998,5,555223,2,CZ042
35275,35276,6,3,99,4,75,8,884040,688401,4214,4,2,2,4,554804,4214,3069,998,1,555223,2,CZ042
35277,35278,1,1,1,4,61,7,884040,688401,4214,2,2,1,6,554804,4214,3069,203,1,555223,2,CZ042
35278,35279,1,1,9,4,56,6,884040,688401,4214,1,2,2,4,554804,4214,3069,998,6,555223,2,CZ042
35290,35291,12,4,99,4,40,4,904840,690481,4214,2,2,2,4,554804,4214,3069,203,6,568091,2,CZ042
35318,35319,1,1,7,3,29,3,517990,651796,4214,5,2,2,3,554782,1100,3069,998,6,568015,4,CZ042
35319,35320,1,1,8,4,54,6,504910,650498,4214,4,2,2,3,554804,4214,3069,203,1,568007,4,CZ042
35320,35321,1,1,9,4,55,6,504910,650498,4214,1,2,1,6,554804,4214,3069,203,1,568007,4,CZ042
35321,35322,8,2,99,2,19,2,504910,650498,4214,2,88,2,3,568007,4214,3069,998,1,568007,4,CZ042
35322,35323,1,1,4,4,62,7,504910,650498,4214,3,1,2,6,553697,4214,3069,203,2,568007,4,CZ042
35325,35326,8,2,99,3,21,3,504910,650498,4214,2,1,1,1,554804,4214,3069,998,4,568007,4,CZ042
35326,35327,6,3,99,4,72,8,504910,650498,4214,1,2,2,6,568007,4214,3069,998,5,568007,4,CZ042
35327,35328,1,1,8,4,56,6,504910,650498,4214,6,2,1,4,568007,4214,3069,203,6,568007,4,CZ042
35328,35329,8,2,99,3,20,3,504910,650498,4214,1,88,1,4,568007,4214,3069,998,5,568007,4,CZ042
35331,35332,6,3,99,4,79,8,504910,650498,4214,2,1,2,7,567442,4213,3069,203,6,568007,4,CZ042
35332,35333,8,2,99,1,14,1,504910,650498,4214,1,88,2,3,554804,4214,3069,998,1,568007,4,CZ042
35344,35345,6,3,99,4,65,7,517990,651796,4214,1,1,2,3,563102,4204,3069,203,1,568015,4,CZ042
35382,35383,2,1,99,4,75,8,504910,650498,4214,1,1,2,3,554804,4214,3069,998,6,568007,4,CZ042
35383,35384,6,3,99,4,76,8,504910,650498,4214,5,1,2,7,554804,4214,3069,998,6,568007,4,CZ042
35384,35385,6,3,99,4,63,7,504910,650498,4214,2,2,1,3,554804,4214,3069,998,6,568007,4,CZ042
35388,35389,12,4,99,4,53,6,504910,650498,4214,1,2,2,3,568007,4214,3069,203,1,568007,4,CZ042
35390,35391,1,1,9,4,55,6,504910,650498,4214,2,2,2,7,553697,4214,3069,998,1,568007,4,CZ042
35413,35414,6,3,99,4,86,8,1444520,744450,4214,2,2,1,3,546186,4214,3069,203,1,546186,98,CZ042
35422,35423,2,1,99,4,58,6,1651580,765155,4214,3,1,1,6,568104,4214,3069,203,6,568104,2,CZ042
35423,35424,7,5,99,3,28,3,1651580,765155,4214,1,1,2,6,568104,4214,3069,203,1,568104,2,CZ042
35424,35425,13,5,99,0,6,1,1651580,765155,4214,6,88,2,6,554804,4214,3069,442,5,568104,2,CZ042
35425,35426,1,1,4,4,36,4,1651580,765155,4214,2,2,1,4,554804,4214,3069,203,3,568104,2,CZ042
35436,35437,1,1,9,4,46,5,1657350,765732,4214,3,2,1,5,568295,4214,3069,203,6,568295,2,CZ042
35437,35438,12,4,99,4,48,5,1657350,765732,4214,2,2,2,6,568295,4214,3069,998,1,568295,2,CZ042
35438,35439,8,2,99,2,18,2,1657350,765732,4214,1,88,1,4,568015,4214,3069,203,1,568295,2,CZ042
35439,35440,8,2,99,3,21,3,1657350,765732,4214,1,1,2,4,568015,4214,3069,203,1,568295,2,CZ042
35440,35441,6,3,99,4,69,7,1657350,765732,4214,2,1,2,4,554804,4214,3069,998,2,568295,2,CZ042
35442,35443,6,3,99,4,86,8,1786830,778681,4214,3,2,2,6,554804,4214,3069,203,2,568350,4,CZ042
35443,35444,99,99,99,4,32,4,1786830,778681,4214,2,2,1,1,568350,4214,3069,998,3,568350,4,CZ042
35444,35445,1,1,1,4,66,7,1786830,778681,4214,2,2,1,4,554804,4214,3069,203,1,568350,4,CZ042
35454,35455,6,3,99,4,79,8,1786830,778681,4214,2,2,1,6,554804,4214,3069,998,6,568350,4,CZ042
35455,35456,6,3,99,4,74,8,1786830,778681,4214,2,2,1,5,568350,4214,3069,203,4,568350,4,CZ042
35456,35457,1,1,4,4,57,6,504910,650498,4214,2,2,1,6,554804,4214,3069,203,1,568007,4,CZ042
35457,35458,1,1,9,4,57,6,504910,650498,4214,3,2,2,1,568007,4214,3069,203,4,568007,4,CZ042
35458,35459,8,2,99,3,26,3,504910,650498,4214,3,2,2,6,554804,4214,3069,998,5,568007,4,CZ042
35459,35460,12,4,1,4,58,6,504910,650498,4214,4,2,2,4,554804,4214,3069,203,4,568007,4,CZ042
35460,35461,1,1,1,4,59,6,504910,650498,4214,1,2,1,1,568007,4214,3069,998,2,568007,4,CZ042
35461,35462,1,1,8,4,55,6,504910,650498,4214,3,4,2,3,554804,4214,3069,203,1,568007,4,CZ042
35462,35463,12,4,99,4,46,5,504910,650498,4214,1,2,1,3,554804,4214,3069,203,4,568007,4,CZ042
35463,35464,8,2,99,3,20,3,504910,650498,4214,3,88,2,4,554804,4214,3069,203,1,568007,4,CZ042
35464,35465,8,2,99,3,24,3,504910,650498,4214,1,1,2,3,568007,4214,3069,998,3,568007,4,CZ042
35509,35510,13,5,99,0,6,1,904680,690465,4214,2,88,2,6,568091,4214,3069,203,1,568091,2,CZ042
35510,35511,8,2,99,1,14,1,904680,690465,4214,3,88,1,6,554804,4214,3069,998,1,568091,2,CZ042
35511,35512,4,5,99,4,37,4,904680,690465,4214,3,2,2,4,554804,4214,3069,203,1,568091,2,CZ042
35512,35513,8,2,99,1,12,1,904680,690465,4214,2,88,2,6,554804,4214,3069,998,3,568091,2,CZ042
35514,35515,1,1,9,4,63,7,904680,690465,4214,1,2,1,6,554804,4214,3069,998,6,568091,2,CZ042
35516,35517,1,1,4,4,56,6,1937210,793728,4214,3,2,1,4,554804,4214,3069,998,2,568384,99,CZ042
35517,35518,1,1,99,4,72,8,1937210,793728,4214,1,2,1,4,554804,4214,3069,998,1,568384,99,CZ042
35519,35520,6,3,99,4,61,7,1937210,793728,4214,3,2,2,6,568350,4214,3069,203,1,568384,99,CZ042
35558,35559,1,1,8,4,42,5,547710,654779,4214,3,4,1,4,554804,4214,3069,998,1,568023,3,CZ042
35559,35560,13,5,99,1,9,1,547710,654779,4214,2,88,1,3,554804,4214,3069,203,1,568023,3,CZ042
35560,35561,1,1,8,4,35,4,547710,654779,4214,1,4,2,6,554782,1100,3069,998,1,568023,3,CZ042
35564,35565,8,2,99,3,27,3,547390,654736,4214,2,2,2,6,554804,4214,3069,998,1,568023,3,CZ042
35565,35566,1,1,1,4,49,5,547390,654736,4214,2,2,2,7,568023,4214,3069,203,6,568023,3,CZ042
35566,35567,1,1,1,4,57,6,547390,654736,4214,2,2,1,6,568147,4214,3069,998,1,568023,3,CZ042
35567,35568,13,5,99,1,9,1,547390,654736,4214,2,88,2,4,568023,4214,3069,998,1,568023,3,CZ042
35583,35584,1,1,99,4,38,4,1268020,726800,4214,4,2,1,6,554804,4214,3018,203,5,568155,4,CZ042
35727,35728,1,1,1,4,49,5,334990,633496,4214,1,2,1,6,554804,4214,3069,203,1,568201,3,CZ042
35733,35734,6,3,99,4,67,7,904840,690481,4214,3,3,2,6,554782,1100,3069,998,6,568091,2,CZ042
35861,35862,6,3,99,4,66,7,904840,690481,4214,1,2,2,6,554804,4214,3069,998,1,568091,2,CZ042
35862,35863,8,2,99,1,15,1,904840,690481,4214,1,88,2,6,568091,4214,3069,998,1,568091,2,CZ042
35864,35865,11,4,99,3,23,3,904840,690481,4214,4,1,2,4,554804,4214,3069,203,1,568091,2,CZ042
35867,35868,1,1,8,4,53,6,904840,690481,4214,1,2,2,4,568091,4214,3069,998,1,568091,2,CZ042
35869,35870,8,2,99,2,18,2,904840,690481,4214,1,88,2,4,568350,4214,3069,203,1,568091,2,CZ042
35870,35871,99,99,99,3,23,3,904840,690481,4214,2,1,2,6,568350,4214,3069,203,1,568091,2,CZ042
35879,35880,1,1,8,4,53,6,547390,654736,4214,1,4,1,6,554804,4214,3069,203,1,568023,3,CZ042
35889,35890,12,4,99,4,60,6,547390,654736,4214,3,1,1,6,568023,4214,3069,203,2,568023,3,CZ042
35890,35891,12,4,99,4,51,6,547390,654736,4214,1,1,1,6,568155,4214,3069,998,1,568023,3,CZ042
35989,35990,1,1,8,4,45,5,504910,650498,4214,5,2,2,6,568007,4214,3069,998,1,568007,4,CZ042
35993,35994,8,2,99,2,19,2,504910,650498,4214,3,88,2,4,554804,4214,3069,998,1,568007,4,CZ042
36069,36070,6,3,99,4,82,8,1450330,745031,4214,2,2,1,5,554804,4214,3069,203,6,568201,3,CZ042
36075,36076,1,1,99,4,58,6,334990,633496,4214,2,4,1,3,554821,8119,3069,998,5,568201,3,CZ042
36113,36114,8,2,99,3,24,3,1786830,778681,4214,3,1,2,4,554804,4214,3069,998,5,568350,4,CZ042
36114,36115,12,4,99,3,30,3,1786830,778681,4214,2,2,2,6,554804,4214,3069,203,1,568350,4,CZ042
36115,36116,1,1,9,4,50,5,1786830,778681,4214,3,2,2,6,568350,4214,3069,998,1,568350,4,CZ042
36121,36122,6,3,99,4,68,7,1767290,776726,4214,2,2,2,6,554804,4214,3069,998,5,568350,4,CZ042
36122,36123,8,2,99,3,22,3,416700,641677,4214,2,1,1,7,554804,4214,3069,203,1,567973,99,CZ042
36128,36129,1,1,7,4,49,5,416700,641677,4214,2,4,2,6,554804,4214,3069,203,1,567973,99,CZ042
36129,36130,1,1,9,4,62,7,1767290,776726,4214,3,2,1,6,568350,4214,3069,998,5,568350,4,CZ042
36130,36131,1,1,7,4,43,5,1767290,776726,4214,1,4,2,6,568350,4214,3069,998,1,568350,4,CZ042
36135,36136,13,5,99,4,33,4,1450330,745031,4214,3,1,2,3,567876,4213,3069,998,1,568201,3,CZ042
36137,36138,1,1,5,4,45,5,1450330,745031,4214,3,2,1,6,554804,4214,3069,998,5,568201,3,CZ042
36138,36139,12,4,99,4,41,5,1450330,745031,4214,2,2,2,7,554804,4214,3069,203,1,568201,3,CZ042
36139,36140,8,2,99,2,17,2,1450330,745031,4214,2,88,1,5,554804,4214,3069,998,6,568201,3,CZ042
36140,36141,1,1,99,3,26,3,1450330,745031,4214,1,2,2,5,553697,4214,3069,998,1,568201,3,CZ042
36141,36142,13,5,99,1,12,1,1450330,745031,4214,4,88,1,5,568201,4214,3042,998,1,568201,3,CZ042
36142,36143,99,99,99,4,59,6,1450330,745031,4214,2,2,1,6,568201,4214,3069,998,5,568201,3,CZ042
36144,36145,1,1,99,4,61,7,1450330,745031,4214,4,2,1,6,568201,4214,3069,998,4,568201,3,CZ042
36146,36147,99,99,99,4,71,8,1531840,753181,4214,4,2,2,3,554804,4214,3069,203,2,568201,3,CZ042
36149,36150,11,4,99,4,46,5,1450330,745031,4214,1,2,1,4,535419,2115,3069,998,6,568201,3,CZ042
36150,36151,6,3,99,4,65,7,1450330,745031,4214,9,1,2,3,567876,4213,3069,203,1,568201,3,CZ042
36215,36216,1,1,99,4,51,6,1786830,778681,4214,2,2,1,6,568350,4214,3069,998,1,568350,4,CZ042
36217,36218,2,1,99,4,69,7,906970,690694,4214,2,2,1,4,554804,4214,3069,998,1,568104,2,CZ042
36268,36269,6,3,99,4,84,8,1450090,745031,4214,3,1,2,3,567876,4213,3069,998,2,568201,3,CZ042
36279,36280,1,1,9,4,47,5,1937210,793728,4214,1,2,1,4,554804,4214,3069,998,3,568384,99,CZ042
36288,36289,8,2,99,3,20,3,1450090,745031,4214,2,88,2,4,567876,4213,3069,203,2,568201,3,CZ042
36289,36290,1,1,4,4,43,5,1450090,745031,4214,2,2,2,6,554804,4214,3069,998,1,568201,3,CZ042
36297,36298,1,1,9,4,50,5,1554110,755419,4214,4,2,2,3,554804,4214,3069,203,1,546925,99,CZ042
36298,36299,1,1,9,4,53,6,1554110,755419,4214,2,2,1,6,554804,4214,3069,203,1,546925,99,CZ042
36299,36300,1,1,8,3,30,3,1554110,755419,4214,2,2,2,6,554804,4214,3069,203,3,546925,99,CZ042
36300,36301,1,1,99,3,26,3,1554110,755419,4214,1,2,2,3,546925,4214,3069,998,1,546925,99,CZ042
36305,36306,6,3,99,4,63,7,834110,683418,4214,3,2,1,2,568058,4214,3069,203,6,568058,3,CZ042
36312,36313,6,3,99,4,73,8,1937210,793728,4214,3,2,1,4,554782,1100,3069,203,5,568384,99,CZ042
36313,36314,6,3,99,4,78,8,1937210,793728,4214,4,1,2,4,568350,4214,3069,998,1,568384,99,CZ042
36318,36319,12,4,99,4,60,6,1951620,795160,4214,2,2,2,6,554804,4214,3069,203,1,555223,2,CZ042
36319,36320,99,99,99,4,66,7,1951620,795160,4214,2,3,1,4,555223,4214,3069,203,1,555223,2,CZ042
36326,36327,8,2,99,3,23,3,1786830,778681,4214,3,1,1,5,568350,4214,3069,998,1,568350,4,CZ042
36371,36372,1,1,1,4,52,6,416700,641677,4214,3,2,2,6,531847,2108,3026,203,4,567973,99,CZ042
36372,36373,6,3,99,4,77,8,1767110,776726,4214,2,2,2,3,568350,4214,3069,998,6,568350,4,CZ042
36373,36374,6,3,99,4,80,8,1767110,776726,4214,2,2,1,4,568350,4214,3069,203,1,568350,4,CZ042
36374,36375,1,1,9,4,50,5,1786830,778681,4214,5,2,1,6,554804,4214,3069,998,1,568350,4,CZ042
36376,36377,8,2,99,3,20,3,1786830,778681,4214,2,88,1,5,568350,4214,3069,998,1,568350,4,CZ042
36377,36378,1,1,8,4,47,5,1786830,778681,4214,2,2,2,7,568350,4214,3069,998,4,568350,4,CZ042
36421,36422,8,2,99,3,23,3,1350710,735078,4214,1,1,1,6,554804,4214,3069,998,5,530620,99,CZ042
36422,36423,11,4,99,3,26,3,1350710,735078,4214,2,2,2,3,565229,4208,3069,998,1,530620,99,CZ042
36424,36425,6,3,99,4,86,8,504910,650498,4214,2,2,2,3,568007,4214,3018,998,1,568007,4,CZ042
36426,36427,3,2,9,3,28,3,504910,650498,4214,3,4,2,6,554804,4214,3069,998,5,568007,4,CZ042
36428,36429,6,3,99,4,52,6,504910,650498,4214,3,2,1,5,568007,4214,3069,203,5,568007,4,CZ042
36429,36430,2,1,99,4,67,7,504910,650498,4214,4,1,2,3,553697,4214,3069,998,2,568007,4,CZ042
